Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,True_Label,Predicted_Label,Original_Label
11780680,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.037233844,0.339538974,3926893.333,6799398.989,11800000,976,11800000,3926893.333,6799398.989,11800000,976,0,0.0,0.0,0,0,0,0,0,0,80,0,0.339538974,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2517.0,0.0,2517,2517,11800000.0,0.0,11800000,11800000,ATTACK,BENIGN,DDoS
10616740,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.825726165,0.470954361,2654185.0,5303035.571,10600000,4,10600000,2654185.0,5303035.571,10600000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.470954361,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,8003.0,0.0,8003,8003,10600000.0,0.0,10600000,10600000,ATTACK,BENIGN,DDoS
8569082,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.500958446,0.583493074,2142270.5,4283202.358,8567074,330,8569082,2142270.5,4283202.358,8567074,330,0,0.0,0.0,0,0,0,0,0,0,100,0,0.583493074,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2008.0,0.0,2008,2008,8567074.0,0.0,8567074,8567074,ATTACK,BENIGN,DDoS
3167222,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.577618493,1.262936416,1055740.667,1827920.11,3166441,320,3167222,1055740.667,1827920.11,3166441,320,0,0.0,0.0,0,0,0,0,0,0,80,0,1.262936416,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
6106882,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.912490531,0.818748422,1526720.5,3052754.371,6105852,1,6106882,1526720.5,3052754.371,6105852,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.818748422,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1030.0,0.0,1030,1030,6105852.0,0.0,6105852,6105852,ATTACK,BENIGN,DDoS
10091707,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.972737912,0.495456319,2522926.75,5044534.188,10100000,3,10100000,2522926.75,5044534.188,10100000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.495456319,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1979.0,0.0,1979,1979,10100000.0,0.0,10100000,10100000,ATTACK,BENIGN,DDoS
2222051,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.8008322,1.800138701,740683.6667,1278574.917,2217052,4,2222051,740683.6667,1278574.917,2217052,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.800138701,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
1276922,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,23.49399572,3.915665953,319230.5,637344.3561,1275247,318,1276922,319230.5,637344.3561,1275247,318,0,0.0,0.0,0,0,0,0,0,0,100,0,3.915665953,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
6025901,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.978508608,0.829751435,1506475.25,3009614.98,6020897,0,6025901,1506475.25,3009614.98,6020897,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.829751435,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5004.0,0.0,5004,5004,6020897.0,0.0,6020897,6020897,ATTACK,BENIGN,DDoS
1672008,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,14.35399831,2.392333051,557336.0,964412.9624,1670944,4,1672008,557336.0,964412.9624,1670944,4,0,0.0,0.0,0,0,0,0,0,0,80,0,2.392333051,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
7074833,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,5.088459332,0.848076555,1414966.6,3162281.128,7071827,3,7074833,1414966.6,3162281.128,7071827,3,0,0.0,0.0,0,0,0,0,0,0,120,0,0.848076555,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,3006.0,0.0,3006,3006,7071827.0,0.0,7071827,7071827,ATTACK,BENIGN,DDoS
8031809,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.988118866,0.498019811,2677269.667,4636314.945,8030825,1,8031809,2677269.667,4636314.945,8030825,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.498019811,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,984.0,0.0,984,984,8030825.0,0.0,8030825,8030825,ATTACK,BENIGN,DDoS
2201008,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.63011856,2.271686427,550252.0,1094509.788,2192008,1,2201008,550252.0,1094509.788,2192008,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.271686427,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
5170894,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.801704696,0.966950783,1292723.5,2584095.711,5168867,2,5170894,1292723.5,2584095.711,5168867,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.966950783,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2027.0,0.0,2027,2027,5168867.0,0.0,5168867,5168867,ATTACK,BENIGN,DDoS
4577846,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.242640316,0.873773386,1525948.667,2636184.569,4569949,4,4577846,1525948.667,2636184.569,4569949,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.873773386,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
12105535,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.478205218,0.413034203,3026383.75,6052226.179,12100000,1,12100000,3026383.75,6052226.179,12100000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.413034203,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,812.0,0.0,812,812,12100000.0,0.0,12100000,12100000,ATTACK,BENIGN,DDoS
4977888,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.026652267,1.004442044,1244472.0,2487566.035,4975821,98,4977888,1244472.0,2487566.035,4975821,98,0,0.0,0.0,0,0,0,0,0,0,100,0,1.004442044,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
3603925,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.32425758,1.387376263,900981.25,1801289.896,3602916,1,3603925,900981.25,1801289.896,3602916,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.387376263,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
1801987,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,16.64828881,2.774714801,450496.75,900326.9553,1800987,1,1801987,450496.75,900326.9553,1800987,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.774714801,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
8034670,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.987054851,0.497842475,2678223.333,4632753.702,8027665,2,8034670,2678223.333,4632753.702,8027665,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.497842475,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,7005.0,0.0,7005,7005,8027665.0,0.0,8027665,8027665,ATTACK,BENIGN,DDoS
7499840,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.200068268,0.533344711,2499946.667,4329169.512,7498841,4,7499840,2499946.667,4329169.512,7498841,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.533344711,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,999.0,0.0,999,999,7498841.0,0.0,7498841,7498841,ATTACK,BENIGN,DDoS
9831744,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.051340637,0.508556773,2457936.0,4914442.103,9829599,1,9831744,2457936.0,4914442.103,9829599,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.508556773,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2145.0,0.0,2145,2145,9829599.0,0.0,9829599,9829599,ATTACK,BENIGN,DDoS
3857550,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.776956877,1.296159479,964387.5,1925679.152,3852906,1006,3857550,964387.5,1925679.152,3852906,1006,0,0.0,0.0,0,0,0,0,0,0,100,0,1.296159479,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
11117762,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.158707841,0.35978464,3705920.667,6417077.138,11100000,2,11100000,3705920.667,6417077.138,11100000,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.35978464,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2039.0,0.0,2039,2039,11100000.0,0.0,11100000,11100000,ATTACK,BENIGN,DDoS
1689980,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,14.2013515,2.366891916,563326.6667,973981.467,1687983,0,1689980,563326.6667,973981.467,1687983,0,0,0.0,0.0,0,0,0,0,0,0,80,0,2.366891916,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
6116914,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.92354707,0.653924512,2038971.333,3530949.828,6116161,331,6116914,2038971.333,3530949.828,6116161,331,0,0.0,0.0,0,0,0,0,0,0,80,0,0.653924512,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,753.0,0.0,753,753,6116161.0,0.0,6116161,6116161,ATTACK,BENIGN,DDoS
5807855,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.132334571,0.688722429,1935951.667,3352286.804,5806839,2,5807855,1935951.667,3352286.804,5806839,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.688722429,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1016.0,0.0,1016,1016,5806839.0,0.0,5806839,5806839,ATTACK,BENIGN,DDoS
6272868,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.826001121,0.637666854,2090956.0,3620340.435,6271365,192,6272868,2090956.0,3620340.435,6271365,192,0,0.0,0.0,0,0,0,0,0,0,80,0,0.637666854,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1503.0,0.0,1503,1503,6271365.0,0.0,6271365,6271365,ATTACK,BENIGN,DDoS
8257787,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.632934586,0.605489098,2064446.75,4127556.86,8255782,1,8257787,2064446.75,4127556.86,8255782,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.605489098,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2005.0,0.0,2005,2005,8255782.0,0.0,8255782,8255782,ATTACK,BENIGN,DDoS
1986987,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.09823668,2.516372779,496746.75,993490.1667,1986982,1,1986987,496746.75,993490.1667,1986982,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.516372779,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
2196632,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.92581734,1.820969557,732210.6667,1268215.684,2196620,3,2196632,732210.6667,1268215.684,2196620,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.820969557,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
70034,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,342.6906931,57.11511552,23344.66667,36145.38584,65046,998,70034,23344.66667,36145.38584,65046,998,0,0.0,0.0,0,0,0,0,0,0,80,0,57.11511552,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
5450866,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.402970097,0.733828349,1816955.333,3146221.543,5449899,2,5450866,1816955.333,3146221.543,5449899,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.733828349,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,967.0,0.0,967,967,5449899.0,0.0,5449899,5449899,ATTACK,BENIGN,DDoS
2094060,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.32623707,2.387706178,523515.0,1045596.79,2091910,1,2094060,523515.0,1045596.79,2091910,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.387706178,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
7963791,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.013640112,0.502273352,2654597.0,4596158.873,7961784,4,7963791,2654597.0,4596158.873,7961784,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.502273352,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2007.0,0.0,2007,2007,7961784.0,0.0,7961784,7961784,ATTACK,BENIGN,DDoS
7528828,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.984683938,0.66411399,1882207.0,3762979.348,7526676,274,7528828,1882207.0,3762979.348,7526676,274,0,0.0,0.0,0,0,0,0,0,0,100,0,0.66411399,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2152.0,0.0,2152,2152,7526676.0,0.0,7526676,7526676,ATTACK,BENIGN,DDoS
8663786,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.462689406,0.577114901,2165946.5,4331229.692,8662791,1,8663786,2165946.5,4331229.692,8662791,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.577114901,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995.0,0.0,995,995,8662791.0,0.0,8662791,8662791,ATTACK,BENIGN,DDoS
8035815,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.733286543,0.622214424,2008953.75,4016572.913,8033813,4,8035815,2008953.75,4016572.913,8033813,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.622214424,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2002.0,0.0,2002,2002,8033813.0,0.0,8033813,8033813,ATTACK,BENIGN,DDoS
8340773,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.596788931,0.599464822,2085193.25,4169723.193,8339778,1,8340773,2085193.25,4169723.193,8339778,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.599464822,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995.0,0.0,995,995,8339778.0,0.0,8339778,8339778,ATTACK,BENIGN,DDoS
1752989,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,17.11362707,2.852271178,438247.25,874483.5521,1749972,5,1752989,438247.25,874483.5521,1749972,5,0,0.0,0.0,0,0,0,0,0,0,100,0,2.852271178,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK,BENIGN,DDoS
